pkg_amount,create_date,status,price,edi,etc_class,firm,account_id,name_as,by_id,name,code,narcotic_class,purchase_standard,base_amount,modify_date,standard_unit
1,2016-11-22 10:51:56.741127+00:00,사용중,541709,624900061,일반,한국애브비,1,시나지스주 50mg,1,시나지스주50mg(팔리비주맙),7RSVX,0,V,0,2016-12-04 05:58:17.152512+00:00,VIAL
10,2016-11-22 10:51:56.743524+00:00,사용중,9827,664602031,일반,다림바이오텍,1,시낙텐주,1,시낙텐주(테트라코삭티드),7SNTX,0,10A,0,2016-12-04 05:58:16.142657+00:00,AMP
60,2016-11-22 10:51:56.504742+00:00,사용중,285,650203656,일반,안국약품,1,시네츄라시럽 15mL (포),1,시네츄라시럽 15mL,SYNAPX,0,60포,0,2016-12-04 05:58:16.981228+00:00,PACK
4,2016-11-22 10:51:56.745783+00:00,사용중,0,688900010,일반,우일팜,1,시네크캡슐,1,시네크캡슐,CSNC,0,4C,0,2016-12-04 05:58:16.750295+00:00,CAP
1,2016-11-22 10:51:56.561037+00:00,사용중,68600,668902701,일반,엘지생명과학,1,시노비안주,1,시노비안주(BDDE가교히알루론산나트륨겔),7SYNOX,0,관,0,2016-12-04 05:58:17.065504+00:00,SYR
1,2016-11-22 10:51:56.747624+00:00,사용중,15361,644902911,항암제,중외제약,1,시스플라틴주 50mg,1,중외시스플라틴50mg주,7CISPL5X,0,V,0,2016-12-04 05:58:17.153996+00:00,VIAL
12,2016-11-22 10:51:56.748921+00:00,사용중,0,657400320,일반,퍼슨,1,실그린 크림,1,실그린크림(클로르헥시딘글루코네이트용액),,0,12개,0,2016-12-04 05:58:16.333294+00:00,TUBE
1000,2016-11-22 10:51:56.011842+00:00,사용중,97,653600620,일반,대웅제약,1,실다루드정1mg,1,실다루드정1mg(티자니딘염산염),TSILDA,0,1mg/1000T,0,2016-12-04 05:58:16.375764+00:00,TAB
1,2016-11-22 10:51:56.345164+00:00,사용중,22000,642702132,일반,동화약품,1,실마진1%크림 500g,1,실마진1%크림(설파디아진은) (500g),8SMZ,0,500g,0,2016-12-04 05:58:16.772054+00:00,BTL
100,2016-11-22 10:51:55.852685+00:00,사용중,1156,651901550,일반,명인제약,1,실버셉트정 10mg,1,실버셉트정10mg,TSVC10,0,100T,0,2016-12-04 05:58:16.056372+00:00,TAB
100,2016-11-22 10:51:55.853944+00:00,사용중,781,651902490,일반,명인제약,1,실버셉트정 5mg,1,실버셉트정5mg,TSVC5,0,100T,0,2016-12-04 05:58:16.057806+00:00,TAB
500,2016-11-22 10:51:56.380622+00:00,사용중,89,649802240,일반,한국위너스약품,1,실콘정,1,실콘정(칼슘폴리카르보필),SCON,0,500T,0,2016-12-04 05:58:16.812508+00:00,TAB
30,2016-11-22 10:51:56.252420+00:00,사용중,241,643501440,일반,한미약품,1,실타졸정,1,실타졸정(실로스타졸),TSILTA,0,30T,0,2016-12-04 05:58:16.662098+00:00,TAB
30,2016-11-22 10:51:56.253678+00:00,사용중,664,640001030,일반,씨제이헬스케어,1,심바스타정 20mg,1,심바스타정20mg(심바스타틴),TSIMVA20,0,30T,0,2016-12-04 05:58:16.663500+00:00,TAB
1,2016-11-22 10:51:55.970621+00:00,사용중,28007,650700271,일반,한국아스트라제네카,1,심비코트터부헬러 160/4.5㎍ 120회,1,심비코트터부헬러160/4.5㎍ 120회,3SYMBX2,0,120 회/통,0,2016-12-04 05:58:16.324361+00:00,BTL
1,2016-11-22 10:51:56.750096+00:00,사용중,55591,645000341,일반,종근당,1,싸이메빈정주,1,싸이메빈정주(간시클로버),7CYMVX,0,V,0,2016-12-04 05:58:17.155435+00:00,VIAL
300,2016-11-22 10:51:56.214542+00:00,사용중,50,643501510,일반,한미약품,1,써스펜이알서방정,1,써스펜이알서방정(아세트아미노펜),TSUS,0,300T,0,2016-12-04 05:58:16.612451+00:00,TAB
10,2016-11-22 10:51:56.751182+00:00,사용중,0,643501140,일반,한미약품,1,써스펜좌약,1,복합써스펜좌약,CSUS,0,10개,0,2016-12-04 05:58:16.095513+00:00,EA
30,2016-11-22 10:51:56.229020+00:00,사용중,347,648900550,일반,한국화이자,1,쎄레브렉스캡슐 100mg,1,쎄레브렉스캡슐100mg(세레콕시브),B-CBX,0,30C,0,2016-12-04 05:58:16.634071+00:00,CAP
30,2016-11-22 10:51:55.815888+00:00,사용중,790,650700350,일반,한국아스텔라스,1,쎄로켈정 100mg,1,쎄로켈정100mg,SRQ1,0,100mg/30T,0,2016-12-04 05:58:15.995234+00:00,TAB
60,2016-11-22 10:51:56.041048+00:00,사용중,1183,650700360,일반,한국아스텔라스,1,쎄로켈정 200mg,1,쎄로켈정200mg,SRQ2,0,200mg/60T,0,2016-12-04 05:58:16.408698+00:00,TAB
30,2016-11-22 10:51:56.129319+00:00,사용중,317,650700340,일반,한국아스텔라스,1,쎄로켈정 25mg,1,쎄로켈정25mg,SRQ25,0,25mg/30T,0,2016-12-04 05:58:16.498546+00:00,TAB
1,2016-11-22 10:51:56.752497+00:00,사용중,4915,643900811,일반,삼일제약,1,씨펙스점안액 5mL,1,씨펙스점안액 5mL,3CPXX,0,개,0,2016-12-04 05:58:17.054697+00:00,BTL
100,2016-11-22 10:51:55.747107+00:00,사용중,26,642201350,일반,부광약품,1,씬지로이드정 0.05mg,1,씬지로이드정0.05mg(레보티록신나트륨수화물),SNTY0.05,0,0.05mg/100T,0,2016-12-04 05:58:15.891517+00:00,TAB
100,2016-11-22 10:51:55.855250+00:00,사용중,73,642201360,일반,부광약품,1,씬지로이드정 0.15mg,1,씬지로이드정0.15mg(레보티록신나트륨수화물),SNTY0.15,0,100T,0,2016-12-04 05:58:16.059323+00:00,TAB
100,2016-11-22 10:51:55.858297+00:00,사용중,35,642201340,일반,부광약품,1,씬지로이드정 0.1mg,1,씬지로이드정0.1mg(레보티록신나트륨수화물),SNTY,0,100T,0,2016-12-04 05:58:16.060789+00:00,TAB
21,2016-11-22 10:51:56.753951+00:00,사용중,786,644901341,일반,중외제약,1,아가메이트젤리,1,아가메이트젤리(폴리스티렌설폰산칼슘),ARGAX,0,21개,0,2016-12-04 05:58:16.472935+00:00,PACK
100,2016-11-22 10:51:56.755225+00:00,사용중,144,642201371,일반,부광약품,1,아기오과립 6g,1,아기오과립 6g(포),GAGOX,0,100P,0,2016-12-04 05:58:16.009089+00:00,포
100,2016-11-22 10:51:56.756498+00:00,사용중,700,654002290,일반,아주약품,1,아나탄정 16mg,1,아나탄정16mg(칸데사르탄실렉세틸),TANAT,0,100T,0,2016-12-04 05:58:16.062133+00:00,TAB
100,2016-11-22 10:51:56.533571+00:00,사용중,419,654003810,일반,아주약품,1,아나탄정 8mg,1,아나탄정8mg(칸데사르탄실렉세틸),TANAT8,0,8mg/100T,0,2016-12-04 05:58:17.035782+00:00,TAB
100,2016-11-22 10:51:55.861160+00:00,사용중,652,654002300,일반,아주약품,1,아나탄플러스정,1,아나탄플러스정,TANATP,0,100T,0,2016-12-04 05:58:16.063630+00:00,TAB
5,2016-11-22 10:51:55.975599+00:00,사용중,2046,657804591,일반,하나제약,1,아네폴주 12mL,1,아네폴주사(프로포폴) 12mL,7ANP20-X,2,12ml/5A,0,2016-12-04 05:58:16.336419+00:00,AMP
5,2016-11-22 10:51:56.096982+00:00,사용중,4713,657804611,일반,하나제약,1,아네폴주 20mL,1,아네폴주사(프로포폴) 20mL,7ANP20X,2,20ml/5A,0,2016-12-04 05:58:16.457437+00:00,AMP
5,2016-11-22 10:51:55.758707+00:00,사용중,15881,645000351,일반,종근당,1,아넥세이트주 0.5mg,1,아넥세이트주0.5mg(플루마제닐),7AXT1X,0,0.5mg/5A,0,2016-12-04 05:58:15.906610+00:00,AMP
500,2016-11-22 10:51:56.130671+00:00,사용중,116,648200940,일반,유영제약,1,아노렉스캅셀 25mg,1,아노렉스캅셀25mg(단트롤렌나트륨수화물),TANO,0,25mg/500C,0,2016-12-04 05:58:16.499956+00:00,CAP
10,2016-11-22 10:51:56.757853+00:00,사용중,0,648502530,일반,신풍제약,1,아노솔주,1,아노솔주,ZANO,0,10병,0,2016-12-04 05:58:16.105618+00:00,BTL
60,2016-11-22 10:51:56.759453+00:00,사용중,92,641100190,일반,바이엘코리아,1,아달라트연질캅셀 5mg,1,아달라트연질캅셀5mg(니페디핀),TADS5,0,60C,0,2016-12-04 05:58:16.987273+00:00,CAP
70,2016-11-22 10:51:56.237804+00:00,사용중,367,641100210,일반,바이엘코리아,1,아달라트오로스정 30mg,1,아달라트오로스정30(니페디핀),TADTO30,0,30mg/70T,0,2016-12-04 05:58:16.645904+00:00,TAB
70,2016-11-22 10:51:56.526070+00:00,사용중,552,641100220,일반,바이엘코리아,1,아달라트오로스정 60mg,1,아달라트오로스정60(니페디핀),AOR60,0,70T,0,2016-12-04 05:58:17.024918+00:00,TAB
6,2016-11-22 10:51:56.516154+00:00,사용중,7554,652000271,일반,사노피-아벤티스코리아,1,아데노코주 2mL,1,아데노코주사(아데노신) 2mL,7ADNCX,0,6V,0,2016-12-04 05:58:17.022076+00:00,VIAL
50,2016-11-22 10:51:56.761453+00:00,사용중,0,659600170,일반,제이텍바이오젠,1,아데노피주,1,아데노피주(아데노신트리포스페이트이나트륨),7ADNP,0,50A,0,2016-12-04 05:58:16.852433+00:00,AMP
50,2016-11-22 10:51:56.763161+00:00,사용중,969,644903060,일반,중외제약,1,아데라빈9호주,1,중외아데라빈9호주,7ADELA,0,50A,0,2016-12-04 05:58:16.853991+00:00,AMP
1000,2016-11-22 10:51:55.904623+00:00,사용중,16,644801160,일반,태극제약,1,아디팜정 10mg,1,아디팜정(히드록시진염산염) 10mg,TADP,0,10mg/1000T,0,2016-12-04 05:58:16.198840+00:00,TAB
500,2016-11-22 10:51:56.381786+00:00,사용중,153,640002790,일반,씨제이헬스케어,1,아로베스트정,1,아로베스트정(아플로쿠알론),TARO,0,500T,0,2016-12-04 05:58:16.813999+00:00,TAB
1000,2016-11-22 10:51:56.765263+00:00,사용중,16,644901360,일반,중외제약,1,아루사루민정,1,아루사루민정(수크랄페이트),7ARUSA,0,1000T,0,2016-12-04 05:58:15.952664+00:00,TAB
1,2016-11-22 10:51:56.766733+00:00,사용중,0,679700200,일반,****,1,아리돌 흡입용 캡슐 콤비팩,1,아리돌흡입용캡슐콤비팩(만니톨),,0,개,0,2016-12-04 05:58:17.056157+00:00,CAP
30,2016-11-22 10:51:56.255137+00:00,사용중,4036,641605600,일반,한국에자이,1,아리셉트정 23mg,1,아리셉트정23mg,ARCT2,0,30T,0,2016-12-04 05:58:16.664795+00:00,TAB
300,2016-11-22 10:51:56.767942+00:00,사용중,944,643504690,일반,한미약품,1,아모잘탄정 5/100mg,1,아모잘탄정5/100mg,TAMZ,0,300T,0,2016-12-04 05:58:16.613803+00:00,TAB
300,2016-11-22 10:51:56.338409+00:00,사용중,783,643504680,일반,한미약품,1,아모잘탄정 5/50mg,1,아모잘탄정5/50mg,TAMZ50,0,5/50mg/300T,0,2016-12-04 05:58:16.764952+00:00,TAB
1,2016-11-22 10:51:56.420627+00:00,사용중,103,646802631,일반,건일제약,1,아모크라네오시럽 50mL,1,아모크라네오시럽 (50mL),SAMOCX,0,50ml,0,2016-12-04 05:58:16.891935+00:00,BTL
1000,2016-11-22 10:51:56.112808+00:00,사용중,45,643301670,일반,종근당,1,아목사펜캡슐,1,아목사펜캡슐(아목시실린),TAMX,0,250mg/1000C,0,2016-12-04 05:58:16.477002+00:00,CAP
500,2016-11-22 10:51:56.354157+00:00,사용중,95,643303130,일반,종근당,1,아목시실린캡슐 500mg,1,종근당아목시실린캡슐500mg,AMOX,0,500mg/500C,0,2016-12-04 05:58:16.782324+00:00,CAP
50,2016-11-22 10:51:56.769270+00:00,사용중,399,645100721,일반,대한약품공업,1,아미노필린주 2.5%,1,대한아미노필린주사액(2.5%),7DAMNX,0,50A,0,2016-12-04 05:58:16.855463+00:00,AMP
1000,2016-11-22 10:51:56.284453+00:00,사용중,29,670601430,일반,휴온스,1,아미세타정 325mg,1,아미세타정325mg,TAMCT,0,325mg/1000T,0,2016-12-04 05:58:16.706325+00:00,TAB
100,2016-11-22 10:51:55.862759+00:00,사용중,1114,651903620,일반,명인제약,1,아미썰정 400mg,1,아미썰정400mg(아미설피리드),TAMIS,0,100T,0,2016-12-04 05:58:16.065058+00:00,TAB
10,2016-11-22 10:51:56.115322+00:00,사용중,1206,648502453,일반,신풍제약,1,아미카신황산염주 250mg,1,신풍아미카신황산염주사액250mg,7AMKX,0,250mg/10V,0,2016-12-04 05:58:16.479799+00:00,AMP
30,2016-11-22 10:51:56.511991+00:00,사용중,568,654000780,일반,아주약품,1,아미클란정,1,아미클란정,TAMI,0,625mg/30T,0,2016-12-04 05:58:17.010026+00:00,TAB
1,2016-11-22 10:51:55.971872+00:00,사용중,11382,650001831,일반,글락소스미스클라인,1,아바미스나잘스프레이 120회,1,아바미스나잘스프레이 120회,7AVMNX,0,120회/통,0,2016-12-04 05:58:16.325911+00:00,BTL
1,2016-11-22 10:51:56.001214+00:00,사용중,1125537,645000671,일반,한국로슈,1,아바스틴주 16mL,1,아바스틴주 16mL,7AVSTX,0,16ml/VIAL,0,2016-12-04 05:58:16.361923+00:00,VIAL
30,2016-11-22 10:51:56.346587+00:00,사용중,391,646800951,일반,건일제약,1,아벤트로흡입액,1,아벤트로흡입액,3AVTX,0,500mcg/30AMP,0,2016-12-04 05:58:16.773559+00:00,AMP
30,2016-11-22 10:51:56.283121+00:00,사용중,2093,641100230,일반,종근당,1,아벨록스정 400mg,1,아벨록스정400mg,TAVLS40,0,30T(PTP),0,2016-12-04 05:58:16.704784+00:00,TAB
1,2016-11-22 10:51:56.111638+00:00,사용중,27453,641100251,일반,바이엘코리아,1,아벨록스주 400mg,1,아벨록스주400mg(병),7AVELX,0,250 ml/V,0,2016-12-04 05:58:16.475643+00:00,BTL
1,2016-11-22 10:51:56.770334+00:00,사용중,0,644801230,일반,태극제약,1,아비나파스타,1,아비나파스타(트리암시놀론아세토니드),3ABP,0,개,0,2016-12-04 05:58:17.057542+00:00,TUBE
100,2016-11-22 10:51:56.771577+00:00,사용중,2510,649900120,일반,한국오츠카제약주식회사,1,아빌리파이정 10mg,1,아빌리파이정10mg(아리피프라졸),TABI,0,100T,0,2016-12-04 05:58:16.066569+00:00,TAB
100,2016-11-22 10:51:56.773059+00:00,사용중,1416,649900110,일반,한국오츠카제약주식회사,1,아빌리파이정 5mg,1,아빌리파이정5mg(아리피프라졸),TABI5,0,100T,0,2016-12-04 05:58:16.067963+00:00,TAB
1,2016-11-22 10:51:55.999469+00:00,사용중,229,650202671,일반,안국약품,1,아스맥신건조시럽 15mL,1,아스맥신건조시럽 15mL,SATHMX,0,15ml,0,2016-12-04 05:58:16.360450+00:00,BTL
50,2016-12-01 00:59:13.769681+00:00,사용중,0,670603303,일반,휴온스,1,아스코르브산주,1,아스코르브산주,,0,500mg/2ml,0,2016-12-04 05:58:16.779433+00:00,50A
500,2016-11-22 10:51:55.818080+00:00,사용중,61,643503630,일반,한미약품,1,아스피린장용정 100mg,1,한미아스피린장용정100mg,TASP10,0,100mg/500T,0,2016-12-04 05:58:15.998000+00:00,TAB
1,2016-11-22 10:51:56.774395+00:00,사용중,45738,643604661,일반,녹십자,1,아이비글로불린에스엔주 50mL,1,아이비글로불린에스엔주 50mL,FIVGL50X,0,V,0,2016-12-04 05:58:17.156818+00:00,VIAL
100,2016-11-22 10:51:56.775966+00:00,사용중,390,649501370,일반,한국먼디파마 유한회사,2,아이알코돈정 5mg,1,아이알코돈정5mg(옥시코돈염산염),TIRCD,1,100TAB,0,2016-12-04 05:58:17.126352+00:00,TAB
100,2016-11-22 10:51:56.777850+00:00,사용중,723,644302120,일반,한국유나이티드제약,1,아자프린정,1,아자프린정(아자티오프린),TAZA,0,100T,0,2016-12-04 05:58:16.069330+00:00,TAB
1,2016-12-01 11:51:40.637036+00:00,사용중,0,647000330,처치약품,시믹 씨엠오,1,아케인 크림,2,아케인 크림,,0,1개,0,2016-12-04 05:58:16.366228+00:00,TUBE
50,2016-11-22 10:51:56.779360+00:00,사용중,1278,649802381,일반,명문제약,1,아크리움주,1,아크리움주사,7ACRX,0,50A,0,2016-12-04 05:58:16.856850+00:00,AMP
500,2016-11-22 10:51:56.780562+00:00,사용중,80,645700700,일반,삼아제약,1,아토크정 20μg,1,삼아아토크정20μg,TATOC20,0,500T,0,2016-12-04 05:58:16.815486+00:00,TAB
50,2016-11-22 10:51:56.781694+00:00,사용중,1316,657801301,일반,하나제약,1,아트라주,1,아트라주,7ATRX,0,50A,0,2016-12-04 05:58:16.858188+00:00,AMP
50,2016-11-22 10:51:56.019163+00:00,사용중,295,645101113,일반,대한약품공업,1,아트로핀황산염주,1,대한아트로핀황산염주사액 1mL,7ATROPEX,0,1ml/50A,0,2016-12-04 05:58:16.382285+00:00,AMP
100,2016-11-22 10:51:55.756357+00:00,사용중,22,642901150,일반,일동제약,1,아티반정 0.5mg,1,아티반정0.5mg(로라제팜),TATIV5,2,0.5mg/100T,0,2016-12-04 05:58:15.903557+00:00,TAB
100,2016-11-22 10:51:56.013071+00:00,사용중,41,642901160,일반,일동제약,1,아티반정 1mg,1,아티반정1mg(로라제팜),TATIV1,2,1mg/100T,0,2016-12-04 05:58:16.377071+00:00,TAB
50,2016-11-22 10:51:56.161184+00:00,사용중,487,642901181,일반,일동제약,1,아티반주 2mg/0.5mL,1,아티반주사 2mg/0.5mL,7ATB2X,2,2mg/50A,0,2016-12-04 05:58:16.563626+00:00,AMP
100,2016-11-22 10:51:56.413506+00:00,사용중,34,642201490,일반,부광약품,1,안티로이드정,1,안티로이드정(프로필티오우라실),TANTIR,0,50mg/100T,0,2016-12-04 05:58:16.883218+00:00,TAB
100,2016-11-22 10:51:55.863849+00:00,사용중,534,645400680,일반,제일약품,1,안프란정 100mg,1,안프란정100mg(사포그릴레이트염산염),TANPR,0,100T,0,2016-12-04 05:58:16.070757+00:00,TAB
100,2016-11-22 10:51:55.865022+00:00,사용중,56,648900610,일반,한국화이자,1,알닥톤필름코팅정 25mg,1,알닥톤필름코팅정25mg(스피로노락톤),TALDA25,0,100T,0,2016-12-04 05:58:16.072401+00:00,TAB
5,2016-11-22 10:51:56.782810+00:00,사용중,24636,640004931,일반,씨제이헬스케어,1,알록시주 1.5mL,1,알록시주 1.5mL(팔로노세트론염산염),7ALO,0,5V,0,2016-12-04 05:58:16.975594+00:00,VIAL
1,2016-11-22 10:51:56.551446+00:00,사용중,151132,670800951,항암제,한국릴리,1,알림타주 100mg,1,알림타주100mg(페메트렉시드이나트륨칠수화물),7ALIX,0,V,0,2016-12-04 05:58:17.158248+00:00,VIAL
1,2016-11-22 10:51:56.552676+00:00,사용중,544099,670800141,항암제,한국릴리,1,알림타주 500mg,1,알림타주500mg(페메트렉시드이나트륨칠수화물),7ALI5X,0,V,0,2016-12-04 05:58:17.159660+00:00,VIAL
1,2016-11-22 10:51:55.826054+00:00,사용중,89455,50800231,일반,에스케이플라즈마,1,알부민주 20%,1,"에스케이알부민20%주(사람혈청알부민)(수출명:Solbumin20%,Albumin20",7SKAL,0,100ml/병,0,2016-12-04 05:58:16.007739+00:00,BTL
120,2016-12-03 06:03:16.081530+00:00,2,255,641601880,일반,(주)대웅제약,1,알비스정,1,알비스정,,0,120정,0,2016-12-04 03:46:10.071874+00:00,TAB
1,2016-11-22 10:51:56.784056+00:00,사용중,3465,652400441,일반,한국알콘,1,알카인0.5%점안액 15mL,1,알카인0.5%점안액(염산푸로파라카인) 15mL,3ACIX,0,개,0,2016-12-04 05:58:17.058893+00:00,BTL
200,2016-11-22 10:51:56.052495+00:00,사용중,97,657200480,일반,환인제약,1,알프람정 0.4mg,1,알프람정0.4mg(알프라졸람),TALPR,2,200T,0,2016-12-04 05:58:16.418943+00:00,TAB
200,2016-11-22 10:51:55.757488+00:00,사용중,115,657200490,일반,환인제약,1,알프람정 0.5mg,1,알프람정0.5mg(알프라졸람),TALP0.5,2,0.5mg/200T,0,2016-12-04 05:58:15.905141+00:00,TAB
300,2016-11-22 10:51:56.785431+00:00,사용중,389,640002890,일반,씨제이헬스케어,1,암로스타정 5mg,1,암로스타정5mg(아디핀산암로디핀),TAMRO,0,300T,0,2016-12-04 05:58:16.615216+00:00,TAB
10,2016-11-22 10:51:56.786576+00:00,사용중,134605,625900031,일반,길리어드사이언스코리아(유),1,암비솜주,1,암비솜주사(주사용리포좀화한암포테리신B),7ABS,0,10V,0,2016-12-04 05:58:16.270195+00:00,VIAL
8,2016-11-22 10:51:56.787923+00:00,사용중,0,665100070,항암제,한국아브노바,1,압노바비스쿰에프주 20mg,1,압노바비스쿰에프20mg주사액,7ABNOB,0,8A,0,2016-12-04 05:58:17.034399+00:00,AMP
100,2016-11-22 10:51:55.801927+00:00,사용중,190,650202970,일반,안국약품,1,애니코프캡슐 300mg,1,애니코프캡슐300mg(테오브로민),CANYC,0,100C,0,2016-12-04 05:58:15.974135+00:00,CAP
500,2016-11-22 10:51:56.110403+00:00,사용중,50,643301810,일반,종근당,1,애드칼정,1,애드칼정,TADCL,0,240mg/500T,0,2016-12-04 05:58:16.474267+00:00,TAB
5,2016-11-22 10:51:56.181003+00:00,사용중,9952,652000591,일반,사노피-아벤티스코리아,1,애피드라주솔로스타,1,애피드라주솔로스타(인슐린글루리신유전자재조합),7APDX,0,3 ml/5PEN,0,2016-12-04 05:58:16.581029+00:00,PEN
200,2016-11-22 10:51:56.054026+00:00,사용중,112,642201540,일반,부광약품,1,액시마정,1,액시마정(독소필린),TAXIM,0,200T,0,2016-12-04 05:58:16.420369+00:00,TAB
10,2016-11-22 10:51:55.889366+00:00,사용중,1148,648502721,일반,신풍제약,1,액티나마이드주 1000㎍,1,액티나마이드주1000㎍(코바마미드주),7ATNMX,0,10A,0,2016-12-04 05:58:16.144109+00:00,AMP
1,2016-11-22 10:51:56.789085+00:00,사용중,252053,653500661,일반,한국베링거인겔하임,1,액티라제주 20mg,1,액티라제주사20mg(알-티피에이),7ATL20X,0,V,0,2016-12-04 05:58:17.161097+00:00,AMP
1,2016-11-22 10:51:56.029252+00:00,사용중,625071,653500671,일반,한국베링거인겔하임,1,액티라제주 50mg,1,액티라제주사50mg(알-티피에이),7ATL50X,0,1VIAL,0,2016-12-04 05:58:16.367605+00:00,VIAL
50,2016-11-22 10:51:55.998220+00:00,사용중,300,654001341,일반,아주약품,1,앰브로주,1,앰브로주사(염산암브록솔),7AMBROX,0,15mg/50A,0,2016-12-04 05:58:16.359048+00:00,AMP
10,2016-11-22 10:51:56.513483+00:00,사용중,2622,642201560,일반,부광약품,1,얄액,1,얄액,3YAL,0,67.5 ml/10병,0,2016-12-04 05:58:17.011458+00:00,BTL
1,2016-11-22 10:51:56.553817+00:00,사용중,249750,661700551,항암제,한국머크,1,얼비툭스주 5mg/mL 20mL,1,얼비툭스주 5mg/mL 20mL,7ERBIX,0,V,0,2016-12-04 05:58:17.162535+00:00,VIAL
10,2016-11-22 10:51:56.164926+00:00,사용중,25224,653300331,일반,미쓰비시다나베파마코리아,1,에글란딘주 2mL,1,에글란딘주 2mL,7EGL2X,0,2ml/10A,0,2016-12-04 05:58:16.566498+00:00,AMP
1000,2016-11-22 10:51:55.905899+00:00,사용중,20,657200500,일반,환인제약,1,에나폰정 10mg,1,에나폰정10mg,TENF,0,10mg/1000T,0,2016-12-04 05:58:16.200365+00:00,TAB
1000,2016-11-22 10:51:55.792767+00:00,사용중,13,657202640,일반,환인제약,1,에나폰정 5mg,1,에나폰정5mg,TENA,0,1000T,0,2016-12-04 05:58:15.954096+00:00,TAB
1,2016-11-22 10:51:56.555094+00:00,사용중,195104,648901311,일반,한국화이자,1,에락시스주 100mg,1,에락시스주100mg,7ERAXX,0,V,0,2016-12-04 05:58:17.163854+00:00,VIAL
50,2016-11-22 10:51:56.063664+00:00,사용중,300,671802221,일반,대원제약,1,에르빈주 1mL,1,에르빈주사액(메틸에르고메트린말레산염) 1mL,7ERVX,0,200㎍/50A,0,2016-12-04 05:58:16.430835+00:00,AMP
1,2016-11-22 10:51:55.772550+00:00,사용중,22897,655500250,일반,한국엠에스디(유),1,에멘드캡슐 125mg,1,에멘드캡슐125mg(아프레피탄트),TEMD,0,1 캡슐,0,2016-12-04 05:58:15.923988+00:00,CAP
1,2016-11-22 10:51:55.773729+00:00,사용중,17994,655500240,일반,한국엠에스디(유),1,에멘드캡슐 80mg,1,에멘드캡슐80mg(아프레피탄트),TEMD8,0,1 캡슐,0,2016-12-04 05:58:15.925324+00:00,CAP
56,2016-11-22 10:51:56.431324+00:00,사용중,822,668000040,일반,한국룬드벡,1,에빅사정,1,에빅사정(메만틴염산염),TEBIX,0,56T,0,2016-12-04 05:58:16.925175+00:00,TAB
1,2016-11-22 10:51:56.790340+00:00,사용중,0,642201580,일반,부광약품,1,에세푸릴현탁액 500ml,1,에세푸릴현탁액(니푸록사짓),SERC,0,통,0,2016-12-04 05:58:17.103165+00:00,BTL
10,2016-11-22 10:51:56.476742+00:00,사용중,4564,655501591,일반,한국엠에스디(유),1,에스메론주 50mg/5mL,1,에스메론주50mg/5mL,ESMEROX,0,5ml/10병,0,2016-12-04 05:58:16.959150+00:00,VIAL
6,2016-11-22 10:51:56.517420+00:00,사용중,22167,668900371,일반,엘지생명과학,1,에스포젠프리필드주 10000IU/ml,1,에스포젠프리필드주10000IU,ESPOG1,0,6관<생물학>,0,2016-12-04 05:58:17.012773+00:00,SYR
6,2016-11-22 10:51:56.518744+00:00,사용중,8583,668900341,일반,엘지생명과학,1,에스포젠프리필드주 2000IU/0.5mL,1,에스포젠프리필드주2000IU/0.5mL,7ESPG2,0,6관<생물학>,0,2016-12-04 05:58:17.014073+00:00,SYR
6,2016-11-22 10:51:56.520021+00:00,사용중,10294,668900351,일반,엘지생명과학,1,에스포젠프리필드주 3000IU/0.3mL,1,에스포젠프리필드주3000IU/0.3mL,ESPOG3,0,6관<생물학>,0,2016-12-04 05:58:17.015392+00:00,SYR
6,2016-11-22 10:51:56.521188+00:00,사용중,13631,668900361,일반,엘지생명과학,1,에스포젠프리필드주 4000IU/0.4mL,1,에스포젠프리필드주4000IU/0.4mL,7ESPG4,0,6관<생물학>,0,2016-12-04 05:58:17.016705+00:00,SYR
6,2016-11-22 10:51:56.522423+00:00,사용중,15554,668902821,일반,엘지생명과학,1,에스포젠프리필드주 6000IU/0.6mL,1,에스포젠프리필드주6000IU/0.6mL,ESPOG6,0,6관<생물학>,0,2016-12-04 05:58:17.018044+00:00,SYR
100,2016-11-22 10:51:55.810042+00:00,사용중,106,648101500,일반,경동제약,1,에이서정,1,에이서정(아세클로페낙),TACER,0,100mg/100T,0,2016-12-04 05:58:15.988290+00:00,TAB
30,2016-11-22 10:51:56.256422+00:00,사용중,2004,640002940,일반,씨제이헬스케어,1,에이페질정 10mg,1,에이페질정10mg(도네페질염산염일수화물),TAPZ,0,30T,0,2016-12-04 05:58:16.666124+00:00,TAB
30,2016-11-22 10:51:56.257555+00:00,사용중,1636,640004320,일반,씨제이헬스케어,1,에이페질정 5mg,1,에이페질정5mg(도네페질염산염일수화물),A1160430,0,30T,0,2016-12-04 05:58:16.667426+00:00,TAB
10,2016-11-22 10:51:56.791407+00:00,사용중,0,646801020,일반,엘앤에이취팜,1,에취라제주 1500iu,1,에취라제주사1500iu(히알우로니다제),7HRAS,0,10A,0,2016-12-04 05:58:16.145514+00:00,AMP
50,2016-11-22 10:51:56.404775+00:00,사용중,280,644901581,일반,중외제약,1,에취투주,1,에취투주(시메티딘),7H2X,0,50A,0,2016-12-04 05:58:16.859627+00:00,AMP
